nom_estab,raz_social,nombre_actividad,codigo_postal,entidad,municipio,fecha_alta,correoelec,telefono,www, no. empleados
GRUPO MEDICO COYOACAN,GRUPO MEDICO COYOACAN AC,Consultorios de medicina especializada del sector privado,03104,Ciudad de México,Benito Ju�rez,2010-07,GRUPOMEDICOCOYOACAN@GMAIL.COM,5555247331,WWW.GRUPOMEDICOCOYOACAN.COM.MX,11 a 30 personas
GRUPO MEDICO LOMAS,GRUPO MEDICO LOMAS SC,Clínicas de consultorios médicos del sector privado,11000,Ciudad de México,Miguel Hidalgo,2010-07,GRUPOMEDICOLOMAS@HOTMAIL.COM,5555407205,,11 a 30 personas
GRUPO MEDICO SIERRA NEVADA,CONDOMINIO SIERRA NEVADA AC,Laboratorios médicos y de diagnóstico del sector privado,11000,Ciudad de México,Miguel Hidalgo,2010-07,ARTROSANT@HOTMAIL.COM,5552028660,,11 a 30 personas
GUARDERIA DEL IMSS N�MERO 20,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Guarderías del sector p�blico,14030,Ciudad de México,Tlalpan,2010-07,MELBA.LEYTE@IMSS.GOB.MX,5530817510,,51 a 100 personas
GUARDERIA DIF,GDF ,Guarderías del sector p�blico,07040,Ciudad de México,Gustavo A. Madero,2010-07,FDFID_01FC@HOTMAIL.COM,5557531156,,31 a 50 personas
GUARDERIA GIGI,,Guarderías del sector privado,03810,Ciudad de México,Benito Ju�rez,2010-07,ADMINISTRACION@GUARDERIAGIGI.MX,5565652234,,11 a 30 personas
GUARDERIA GIGI,,Guarderías del sector privado,03810,Ciudad de México,Benito Ju�rez,2014-12,ADMINISTRACION@GUARDERIAGIGI.MX,55145996904,WWW.GUARDERIAGIGI.COM.MX,11 a 30 personas
GUARDERIA INFANTIL 38,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Guarderías del sector p�blico,11800,Ciudad de México,Miguel Hidalgo,2010-07,CLAUDIA.YLLESCAS@IMSS.GOB.MX,52738481,,51 a 100 personas
GUARDER�A INFANTIL DEL IMSS N�MERO 12,IMSS ,Guarderías del sector p�blico,02719,Ciudad de México,Azcapotzalco,2014-12,ISABEL.ABUNDIS@IMSS.GOB.MX,5553596474,,51 a 100 personas
GUARDERIA INFANTIL NO 29,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Guarderías del sector p�blico,08300,Ciudad de México,Iztacalco,2010-07,DFSURGUARD.14@GMAIL.COM.MX,5556502197,,51 a 100 personas
GUARDERIA INFANTIL NUMERO 28,IMSS ,Guarderías del sector p�blico,06820,Ciudad de México,Cuauht�moc,2010-07,DFSURGUARD.13@GMAIL.COM,5557411137,,11 a 30 personas
GUARDERIA INFANTIL NUMERO 52 IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Guarderías del sector p�blico,06470,Ciudad de México,Cuauht�moc,2010-07,ALICIA.SOSA@IMSS.GOB.MX,5555467517,,51 a 100 personas
GUARDERIA INFANTIL NUMERO V INSTITUTO MEXICANO DEL SEGURO SOCIAL,GUARDERIA DE MADRES IMSS V ,Guarderías del sector p�blico,01170,Ciudad de México,�lvaro Obreg�n,2010-07,DFSURGUARD.22@GMAIL.COM,5555152296,,51 a 100 personas
GUARDERIA PARA MADRES ASEGURADAS 049 IMSS,GUARDERIA PARA MADRES ASEGURADAS 049 IMSS ,Guarderías del sector p�blico,06720,Ciudad de México,Cuauht�moc,2010-07,BEATRIZ.RODRIGUEZME@IMSS.GOB.MX,5555785231,,51 a 100 personas
GUARDERIA PEQUE�IN,,Guarderías del sector privado,01470,Ciudad de México,�lvaro Obreg�n,2014-12,ESTANCIA-PEQUE_10@HOTMAIL.COM,5556806427,,11 a 30 personas
GUARDERIA SAN AGUSTIN,GUARDERIA SAN AGUSTIN ,Guarderías del sector privado,11550,Ciudad de México,Miguel Hidalgo,2010-07,AGUS_MUSSET@YAHOO.COM.MX,5552034752,,31 a 50 personas
GUARDERIA SAN MIGUEL CADI 35 DIF,GUARDERIA SAN MIGUEL CADI 35 DIF AC,Guarderías del sector p�blico,11850,Ciudad de México,Miguel Hidalgo,2010-07,ELIDA_SAMANOVEGA@HOTMAIL.COM,5552733643,,11 a 30 personas
GUARDERIAS BABY START,GUARDERIAS BABY START SC,Guarderías del sector privado,11800,Ciudad de México,Miguel Hidalgo,2010-07,DIRECCION@GUARDERIAS-BABYSTAR.COM,5555162223,GUARDERIASBABYSTAR.COM,11 a 30 personas
HOGAR DE ANCIANOS NUESTRA SE�ORA DE GUADALUPE,,Asilos y otras residencias del sector privado para el cuidado de ancianos,06000,Ciudad de México,Cuauht�moc,2010-07,VVHANCISANOS_MISIONEROS13@HOTMAIL.COM,5555224848,,11 a 30 personas
HOGAR DE NUESTRA SE�ORA DE LA CONSOLACION PARA NIÑOS INCURABLES,HOGAR DE NUESTRA SE�ORA DE LA CONSOLACION PARA NIÑOS INCURABLES ,Residencias del sector privado con cuidados de enfermeras para enfermos convalecientes en rehabilitaci�n incurables y terminales,14000,Ciudad de México,Tlalpan,2010-07,HOGARDELACONSOLACION@PRODIGY.NET.MX,5555733125,,31 a 50 personas
HOGAR DOCTOR GONZALO COSIO DUCOING,,Asilos y otras residencias del sector privado para el cuidado de ancianos,11000,Ciudad de México,Miguel Hidalgo,2010-07,AEPA_GCD@YAHOO.COM,5552825689,WWW.FUNDACIONCOSIODUCOING.IAP.ORG.MX,11 a 30 personas
HOGAR Y FUTURO,HOGAR Y FUTURO AC,Orfanatos y otras residencias de asistencia social del sector privado,01800,Ciudad de México,�lvaro Obreg�n,2010-07,JPRIVERO@SICREAMOSVALOR-CONTADORES.COM,5529796339,WWW.HOGARYFUTURO.ORG.MX,51 a 100 personas
HOSPIMEDICA CAROLINA,HOSPIMEDICA CAROLINA SA DE CV,Hospitales del sector privado de otras especialidades m�dicas,06470,Ciudad de México,Cuauht�moc,2010-07,STACAROL@PRODIGY.NET.MX,5555468435,,11 a 30 personas
HOSPITAL ALERTA MEDICA INTERNACIONAL,HOSPITAL ALERTA M�DIA INTERNACIONAL SA DE CV,Hospitales generales del sector privado,03800,Ciudad de México,Benito Ju�rez,2010-07,ALERTAMEDICAMORALEX@HOTMAIL.COM,26146364,,11 a 30 personas
HOSPITAL BOUTIQUE RIOBAMBA,ARQUITECTURA Y PROYECTOS SUSTENTABLES MZ SA DE CV,Hospitales generales del sector privado,07300,Ciudad de México,Gustavo A. Madero,2014-12,INFO@HOSPITALRB.COM.MX,5565530050,WWW.HOSPITALRB.COM.MX,31 a 50 personas
HOSPITAL CENTRAL NORTE,PETROLEOS MEXICANOS ,Hospitales generales del sector p�blico,02720,Ciudad de México,Azcapotzalco,2016-01,SOSORIOM@PEMEX.GOB.MX,5555611433,WWW.SERVICIOSMEDICOS.PEMEX.COM,251 y más personas
HOSPITAL CENTRAL SUR ALTA ESPECIALIDAD,PETROLEOS MEXICANOS ,Hospitales generales del sector p�blico,14130,Ciudad de México,Tlalpan,2016-01,CFDIAZ@PEMEX.GOB.MX,5556452959,,251 y más personas
HOSPITAL DE ESPECIALIDADES MIG,HOSPITAL DE ESPECIALIDADES MIG SA DE CV,Hospitales generales del sector privado,07300,Ciudad de México,Gustavo A. Madero,2010-07,GFINANZAS@HOSPITALMIG.MX,5559099300,WWW.HOSPITALMIG.MX,251 y más personas
HOSPITAL DE GENERAL DE ZONA NUMERO 27,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Hospitales generales del sector p�blico,06900,Ciudad de México,Cuauht�moc,2010-07,FATIMA.ARMENTA@IMSS.GOB.MX,5555839755,,251 y más personas
HOSPITAL EMILIANO ZAPATA,SRIA DE SALUD DEL GOB DEL DF ,Hospitales generales del sector p�blico,09638,Ciudad de México,Iztapalapa,2012-06,RECURSOSHUMANOS_CHEZ@HOTMAIL.COM,5526352664,,251 y más personas
HOSPITAL GENERAL DE ZONA CON UNIDAD DE ATENCIÓN MÉDICA AMBULATORIA N�MERO 48 SAN PEDRO XALPA,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Hospitales generales del sector p�blico,02719,Ciudad de México,Azcapotzalco,2014-12,EDUARDO.ESPINO@IMSS.GOB.MX,5526292190,,251 y más personas
HOSPITAL JU�REZ DE MÉXICO,PRESTACI�N DE SERVICIOS MÉDICOS ,Hospitales generales del sector p�blico,06760,Ciudad de México,Gustavo A. Madero,2010-07,MATV74@HOTMAIL.COM,5557477560,WWW.HOSPITALJUAREZ.SALUD.GOB.MX,251 y más personas
HOSPITAL MATERNO PEDIATRICO XOCHIMILCO,SECRETARÍA DE SALUD Y FINANZAS DE LA CUIDAD DE MEXICO GOBIERNO ,Hospitales del sector p�blico de otras especialidades m�dicas,16090,Ciudad de México,Xochimilco,2010-07,HMPXOCHIMILCO07@YAHOO.COM.MX,56764993,SALUD.DF.GOB.MX,251 y más personas
HOSPITAL MEDICA SAN LUIS,MEDILAP SA DE CV,Consultorios de medicina especializada del sector privado,06700,Ciudad de México,Cuauht�moc,2017-11,JORGE.RAMOS@MEDICASANLUIS.COM,5510546791,,11 a 30 personas
HOSPITAL MERLOS,HOSPITAL MERLOS SA DE CV,Hospitales generales del sector privado,04739,Ciudad de México,Coyoac�n,2010-07,SITEMAS@HOSPITALMERLOS.COM.MX,5516862707,WWW.HOSPITALMERLOS.COM.MX,51 a 100 personas
HOSPITAL POLICLINICA LUCANO,HOSPITAL POLICLINICA LUCANO SA DE CV,Hospitales generales del sector privado,09900,Ciudad de México,Iztapalapa,2010-07,HOSPITALPOLICLINICALUCANO@YAHOO.COM.MX,5558638883,,11 a 30 personas
HOSPITAL PSIQUIATRICO FRAY BERNARDINO ALVAREZ,SECRETARÍA DE SALUD FEDERAL ,Hospitales del sector p�blico de otras especialidades m�dicas,14080,Ciudad de México,Tlalpan,2010-07,HOSP.FRAYCALIDAD@YAHOO.COM.MX,5550621600,WWW.GOB.MX/SAP/ACCIONESYPROGRAMAS/HOSPITALESPSQUIATRICOS,251 y más personas
HOSPITAL PSIQUIATRICO MORELOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Hospitales generales del sector p�blico,07480,Ciudad de México,Gustavo A. Madero,2010-07,IMSSLUIS.CUEVAS@IMSS.GOB.MX,5555776043,,251 y más personas
HOSPITAL REGIONAL DE ALTA ESPECIALIDAD LIC. ADOLFO LOPEZ MATEOS,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD LIC. ADOLFO L�PEZ MATEOS ,Hospitales generales del sector p�blico,01030,Ciudad de México,�lvaro Obreg�n,2010-07,ATN.HLM@ISSSTE.GOB.MX,5553222300,,251 y más personas
HOSPITAL SAN AGUSTIN,COMIT� DE SALUBRIDAD DE MIXCOAC E INSTITUCI�N DE ASISTENCIA PRIVADA ,Hospitales generales del sector privado,03920,Ciudad de México,Benito Ju�rez,2010-07,HOSPITALSANAGUSTINMIXCOAC@HOTMAIL.COM,5555980297,WWW.HOSPITALSANAGUSTINMIXCOAC,31 a 50 personas
HOSPITAL SANATORIOS UNIDOS,SANATORIOS UNIDOS SA DE CV,Hospitales del sector privado de otras especialidades m�dicas,06760,Ciudad de México,Cuauht�moc,2010-07,SANATORIOSUNIDOS@HOTMAIL.COM,5555744994,WWW.SANATORIOSUNIDOS.COM,51 a 100 personas
HOSPITAL SANTA ROSA,CLINICA MEDICA SANTA ROSA SA DE CV,Hospitales generales del sector privado,08100,Ciudad de México,Iztacalco,2010-07,C.DELANGEL@HSR.COM.MX,5524910545,WWW.HOSPITALSANTAROSA.COM.MX,101 a 250 personas
HOSPITAL SHRINERS PARA NIÑOS,,Hospitales del sector privado de otras especialidades m�dicas,04600,Ciudad de México,Coyoac�n,2010-07,DANIELA.REYES@SHRINENET.ORG,5532222498,WWW.SHRINERSCHILDRENS.ORG,251 y más personas
I S S S T E 20 DE NOVIEMBRE,CENTRO MÉDICO NACIONAL 20 DE NOVIEMBRE ,Hospitales generales del sector p�blico,03104,Ciudad de México,Benito Ju�rez,2010-07,INFO.CMN20N@ISSSTE.GOB.MX,5552005003,WWW.GOB.MX/ISSSTE,251 y más personas
IMPLANT & SMILE,DENTAL IMPLANT & DESING SC,Consultorios dentales del sector privado,03810,Ciudad de México,Benito Ju�rez,2010-07,RECEPCION@IMPLANTSMILE..MX,5544666636,WWW.IMPLANTSMILES.MX,11 a 30 personas
IMPULSANDO T FISIOTERAPIA CLINICA DE FISIOTERAPIA,GRANADOS & LLORT SC,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,06400,Ciudad de México,Cuauht�moc,2019-11,GRANADOSLLORT@GMAIL.COM,5521517594,WWW.IMPULSANDOTFISIOTERAPIA.COM,11 a 30 personas
INAPAM,INSTITUTO NACIONAL DE LAS PERSONAS ADULTAS MAYORES ,Centros del sector p�blico dedicados a la atenci�n y cuidado diurno de ancianos y discapacitados,03100,Ciudad de México,Benito Ju�rez,2010-07,COMUNICANANAPA@GMAIL.COM,5556876293,WWW.INAPAN.GOB.MX,11 a 30 personas
INMUNO Q,INMUNO Q SC,Laboratorios médicos y de diagnóstico del sector privado,03230,Ciudad de México,Benito Ju�rez,2019-11,CONTACO@INMUNOQ.ORG,5556116183,WWW.INMUNOQ.ORG,11 a 30 personas
INSTITUTO DE ASISTENCIA E INTEGRACION SOCIAL TORRES DEL POTRERO,SECRETARÍA DE DESARROLLO SOCIAL DEL GOBIERNO DEL DISTRITO FEDERAL ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,01780,Ciudad de México,�lvaro Obreg�n,2010-07,TORRESDELPOTRERO@HOTMAIL.COM,5554253394,,31 a 50 personas
INSTITUTO DE CIENCIAS EN REPRODUCCION HUMANA CIUDAD DE MEXICO,INSTITUTO DE CIENCIAS EN REPRODUCCION HUMANA CIUDAD DE MEXICO SC,Hospitales del sector privado de otras especialidades m�dicas,04500,Ciudad de México,Coyoac�n,2014-12,JLGARCIA@INSTITUTOVIDAMEXICO.COM.MX,59124236,,11 a 30 personas
INSTITUTO DE INFERTILIDAD Y GENETICA,INSTITUTO DE INFERTILIDAD Y GENETICA MEXICO SC,Centros de planificaci�n familiar del sector privado,05320,Ciudad de México,Cuajimalpa de Morelos,2016-10,DMARTINEZ@INGENES.COM,5543463494,WWW.INGENES.COM,51 a 100 personas
INSTITUTO DE NEUROPSICOLOGIA Y PSICOPEDAGOGIA,INSTITUTO DE NEUROPSICOLOGIA Y PSICOPEDAGOGIA PARA LA INTERVENCION Y LA PROFESIONALIZACION YOLLIXMATILIZTLI SC,Centros del sector privado de atenci�n m�dica externa para enfermos mentales y adictos,04800,Ciudad de México,Coyoac�n,2011-03,ACTUALIZACION_NEUROPSICOLOGICA@HOTMAIL.COM,5524580044,WWW.NEUROPSICOLOGIA.ORG.MX,11 a 30 personas
INSTITUTO DE TERAPIA FAMILIAR,INSTITUTO DE TERAPIA FAMILIAR CENCALLI AC,Consultorios de psicolog�a del sector privado,06760,Ciudad de México,Cuauht�moc,2010-07,INFORMACION@CENCALLI.EDU.MX,55642109,WWW.CENCALLI.EDU.MX,11 a 30 personas
INSTITUTO DE TERAPIA OCUPACIONAL,INSTITUTO DE TERAPIA OCUPACIONAL AC,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,03800,Ciudad de México,Benito Ju�rez,2010-07,CBOLANOS@ITO-EDU.ORG.MX,5555986254,WWW.ITO-EDU.ORG.MX,11 a 30 personas
INSTITUTO MEDICO DE LA VISION,INSTITUTO MEDICO DE LA VISION SA DE CV,Consultorios de medicina especializada del sector privado,03103,Ciudad de México,Benito Ju�rez,2012-06,ADMINISTRACION@IMV.MX,5545770667,WWW.IMV.MX,11 a 30 personas
INSTITUTO MEXICANO DE PSICOTERAPIA COGNITIVO CONDUCTUAL,INSTITUTO MEXICANO DE PSICOTERAPIA COGNITIVO CONDUCTUAL SC,Consultorios de psicolog�a del sector privado,03103,Ciudad de México,Benito Ju�rez,2010-07,CONTACTO@TCOGNITIVA.ORG,5556693820,,11 a 30 personas
INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,INSTITUTO DE PERINATOLOG�A SECRETARIA DE SALUD GOBIERNO FEDERAL ,Hospitales generales del sector p�blico,11000,Ciudad de México,Miguel Hidalgo,2010-07,DIRGRAL@INPER.GOB.MX,5555209900,WWW.INPER.MX,251 y más personas
IPM,BAMBINO IPM SAPI DE CV,Guarderías del sector privado,11600,Ciudad de México,Miguel Hidalgo,2014-12,INFO@IPMMONTESSORI.COM,5552814027,HTTPS://WWW.IPMMONTESSORI.EDU.MX/,31 a 50 personas
ISSTE CLINICA  DE MEDICINA FAMILIAR GAM,GOBIERNO FEDERAL ,Clínicas de consultorios médicos del sector p�blico,07020,Ciudad de México,Gustavo A. Madero,2010-07,MFGVOMADERO@ISSSTE.GOB.MX,5555779954,WWW.ISSSTE.GOB.MX,101 a 250 personas
IZKALOTL,GOBIERNO ,Guarderías del sector p�blico,03340,Ciudad de México,Benito Ju�rez,2014-12,IZKALOTL@PRODYGI.COM.MX,5556880649,,11 a 30 personas
KIDDY KER,CENTRO DE DESARROLLO INFANTIL KIDDY KER AC,Guarderías del sector privado,11600,Ciudad de México,Miguel Hidalgo,2010-07,APAREDES@IGSA.COM,5559858038,,31 a 50 personas
LA CLÍNICA DENTAL,,Consultorios dentales del sector privado,03700,Ciudad de México,Benito Ju�rez,2019-11,CONTACTO@LACLINICADENTAL.MX,5574038733,WWW.LACLINICADENTAL.COM,11 a 30 personas
LA PLAZA SALUD,LA PLAZA SALUD SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,06400,Ciudad de México,Cuauht�moc,2012-06,ESALAZAR@PLAZASALUD.COM,5526303222,WWW.PLAZASALUD.COM,11 a 30 personas
LABORATORIO DE REFERENCIA ELI,LABORATORIO DE REFERENCIA ELI SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,03900,Ciudad de México,Benito Ju�rez,2020-11,ORLANDOMENDEZ.LABELISA@YAHOO.COM,5524547901,WWW.LABELISA.COM.MX,51 a 100 personas
LABORATORIO DIAGMO,DIAGNOSTICO MOLECULAR Y SERVICIO DE REFERENCIA SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,14200,Ciudad de México,Tlalpan,2010-07,ANGYA2002MX@YAHOO.COM.MX,5556446169,WWW.DIAGMOLAB.COM,11 a 30 personas
LABORATORIO MEDICO POLANCO,GRUPO MEDICO SONO DIANOSTICA SC,Laboratorios médicos y de diagnóstico del sector privado,07300,Ciudad de México,Gustavo A. Madero,2010-07,ADMON_ECODIAGNOSTICA@HOTMAIL.COM,50801910,,31 a 50 personas
LABORATORIO OFTALMODIAGNOSTICA,OFTALMODIAGNOSTICA SC,Laboratorios médicos y de diagnóstico del sector privado,06700,Ciudad de México,Cuauht�moc,2014-12,OFTALMODIAGNOSTICAADM@GMAIL.COM,5528556300,,11 a 30 personas
LABORATORIOS CLINICOS COAPA,LABORATORIO QU�MICO CL�NICO COAPA SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,14380,Ciudad de México,Tlalpan,2010-07,LABORATORIOQUIMICOCLINICOCOAPA@HOTMAIL.COM,5556033918,WWW.LABORATORIOCOAPA.COM,11 a 30 personas
LABORATORIOS MAS SALUD,,Laboratorios médicos y de diagnóstico del sector privado,05010,Ciudad de México,Cuajimalpa de Morelos,2014-12,CUAJIMALPA@LABORATORIOSMS.COM,5526506813,,11 a 30 personas
LAMBDA CIENTIFICA,LAMBAPDA CIENTIFICA SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,03300,Ciudad de México,Benito Ju�rez,2010-07,SERVICIOSALCLIENTE@LABLAMDA.COM.MX,5556049378,WWW.LAMBDA.COM.MX,11 a 30 personas
LAPI,LAPI SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,01470,Ciudad de México,�lvaro Obreg�n,2010-07,ISRAEL.CUAHUEY@GRUPOLAPI.COM.MX,5544492412,WWW.LAPI.COM.MX,251 y más personas
LAPI BALBUENA,LAPI SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,15900,Ciudad de México,Venustiano Carranza,2010-07,ISRAEL.CUAHUEY@GRUPOLAPI.COM.MX,5544492412,WWW.LAPI.COM.MX,11 a 30 personas
LAPI CITY SHOP DEL VALLE,LAPI SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,03200,Ciudad de México,Benito Ju�rez,2023-11,ISRAEL.CUAHUEY@GRUPOLAPI.COM.MX,5544492412,WWW.LAPI.COM.MX,11 a 30 personas
LAPI DEL HUESO,LAPI SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,14324,Ciudad de México,Tlalpan,2023-11,ISRAEL.CUAHUEY@GRUPOLAPI.COM.MX,5544492412,WWW.LAPI.COM.MX,11 a 30 personas
LAPI LINDAVISTA,LAPI SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,07720,Ciudad de México,Gustavo A. Madero,2010-07,ISRAEL.CUAHUEY@GRUPOLAPI.COM.MX,5544492412,WWW.LAPI.COM.MX,11 a 30 personas
LAPI MIRAMONTES,LAPI SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,04920,Ciudad de México,Coyoac�n,2010-07,ISRAEL.CUAHUEY@GRUPOLAPI.COM.MX,5544492412,WWW.LAPI.COM.MX,11 a 30 personas
LAPI PLAZA CENTRAL,LAPI SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,09410,Ciudad de México,Iztapalapa,2016-01,ISRAEL.CUAHUEY@GRUPOLAPI.COM.MX,5544492412,WWW.LAPI.COM.MX,11 a 30 personas
LAPI POLANCO,LAPI SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,11560,Ciudad de México,Miguel Hidalgo,2010-07,ISRAEL.CUAHUEY@GRUPOLAPI.COM.MX,5544492412,WWW.LAPI.COM.MX,51 a 100 personas
LAPI ROSA BLANCA,LAPI SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,01470,Ciudad de México,�lvaro Obreg�n,2011-03,ISRAEL.CUAHUEY@GRUPOLAPI.COM.MX,5544492412,WWW.LAPI.COM.MX,11 a 30 personas
MF ODONTOLOGIA INTEGRAL,,Consultorios dentales del sector privado,01020,Ciudad de México,�lvaro Obreg�n,2010-07,CLINICA@MFODONTOLOGIAINTEGRAL.COM,5556611031,WWW.MFODONTOLOGIAINTEGRAL.COM,11 a 30 personas
NEUROTICOS AN�NIMOS GRUPO UNA LUZ DE ESPERNZA,NEUROTICOS ANONIMOS GRUPO UNA LUZ DE ESPERANZA AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,02100,Ciudad de México,Azcapotzalco,2014-12,NAAC@NEUROTICOS-ANONIMOS.ORG.MX,5555123774,WWW.NEUROTICOS-ANONIMOS.ORG.MX,11 a 30 personas
OLARTE Y AKLE ANALISIS CLINICOS,OLARTE Y AKLE BACTERIOLOGOS SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,03100,Ciudad de México,Benito Ju�rez,2020-04,CONTABILIDAD@OLARTEYAKLE.COM,5552049232,WWW.OKUMASUSHI.COM,11 a 30 personas
ORTO DENT,,Consultorios dentales del sector privado,03230,Ciudad de México,Benito Ju�rez,2019-11,CONTACTO@ORTODENT.COM.MX,5563042983,WWW.ORTODENT.COM.MX,11 a 30 personas
ORTOCLINICA DEL NORTE,ORTOCLINICA DEL NORTE ,Consultorios de medicina especializada del sector privado,07460,Ciudad de México,Gustavo A. Madero,2010-07,ORTOCLINICADELNORTE@LIVE.COM,5555771733,WWW.ORTOCLINICADELNORTE.COM.MX,11 a 30 personas
PIEL CLINIC,PIEL CLINIC SC,Consultorios de medicina especializada del sector privado,03810,Ciudad de México,Benito Ju�rez,2010-07,PIELCLINIC@HOTMAIL.COM,5531093853,WWW.PIELCLINIC.COM,11 a 30 personas
PODOCARE CONSULTORIO PODOLOGIC0,,Otros consultorios del sector privado para el cuidado de la salud,07700,Ciudad de México,Gustavo A. Madero,2010-07,CONTACTO@PODOCARE.MX,5557544550,WWW.PODOCARE,11 a 30 personas
PREVITA,CAMPA�AS DE PREVENCION E INFORMACION MEDICA PREVITA SA DE CV,Consultorios de medicina general del sector privado,06760,Ciudad de México,Cuauht�moc,2021-05,VENTAS@PREVITA.COM.MX,5548108043,WWW.PREVITA.COM.MX,51 a 100 personas
PROSALUD G4,,Clínicas de consultorios médicos del sector privado,07800,Ciudad de México,Gustavo A. Madero,2016-01,FMURIGAR@YAHOO.COM.MX,71592436,WWW.PROSALUDG4.COM.MX,11 a 30 personas
PROYECTO ANDARES,PROYECTO ANDARES AC,Otros consultorios del sector privado para el cuidado de la salud,03940,Ciudad de México,Benito Ju�rez,2014-12,INFORMES@PROYECTOANDARES.ORG.MX,5556612338,WWW.PROYECTOANDARES.ORG.MX,11 a 30 personas
QUEST DIAGNOSTICS MEXICO WTC,QUEST DIAGNOSTICS S DE RL DE CV,Laboratorios médicos y de diagnóstico del sector privado,03810,Ciudad de México,Benito Ju�rez,2010-07,YOLANDA.X.URIBE@QUESTDIAGNOSTICS.COM,5541601244,WWW.QUESTDIAGNOSTICS.COM.MX,51 a 100 personas
REINA MADRE,HOSPITALES FAMILIARES SAPI DE CV,Hospitales del sector privado de otras especialidades m�dicas,03730,Ciudad de México,Benito Ju�rez,2019-11,JESSICA.PEREZ@REINAMADRE.COM,85266020,WWW.REINAMADRE.MX,31 a 50 personas
REINA MADRE COYOACAN,HOSPITALES FAMILIARES SAPI DE CV,Hospitales del sector privado de otras especialidades m�dicas,04040,Ciudad de México,Coyoac�n,2023-11,JORGE.BAUTISTA@REINAMADRE.MX,5555050075,WWW.REINA.MX,31 a 50 personas
REINA MADRE JUAREZ,HOSPITALES FAMILIARES SAPI DE CV,Hospitales del sector privado de otras especialidades m�dicas,06600,Ciudad de México,Cuauht�moc,2023-11,JORGE.BAUTISTA@REINAMADRE.MX,5555050075,WWW.REINAMADRE.MX,11 a 30 personas
REINA MADRE LINDA VISTA,HOSPITALES FAMILIARES SAPI DE CV,Hospitales del sector privado de otras especialidades m�dicas,07360,Ciudad de México,Gustavo A. Madero,2023-11,JORGE.BAUTISTA@REINAMADRE.MX,5555050075,WWW.REINAMADRE.MX,101 a 250 personas
REINA MADRE PATRIOTISMO,HOSPITALES FAMILIARES SAPI DE CV,Hospitales del sector privado de otras especialidades m�dicas,03730,Ciudad de México,Benito Ju�rez,2023-11,JORGE.BAUTISTA@REINAMADRE.MX,5555050075,WWW.REINAMADRE.MX,101 a 250 personas
